Geneid	all_features_anno	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000028070	Naxe	621	442	1189	746	636	612	926	1073
ENSMUSG00000051036	Ttc24	0	0	0	0	0	0	0	0
ENSMUSG00000028068	Iqgap3	0	2	398	18	207	105	147	36
ENSMUSG00000001419	Mef2d	108	422	623	114	599	224	25	374
ENSMUSG00000096935	1700113A16Rik	0	0	0	0	78	15	14	2
ENSMUSG00000097280	NA	0	0	0	0	0	0	0	0
ENSMUSG00000097428	NA	0	0	0	0	0	0	0	0
ENSMUSG00000097156	NA	0	0	0	0	0	0	0	0
ENSMUSG00000092988	Mir3093	0	0	0	0	0	0	0	0
ENSMUSG00000092876	NA	0	0	0	0	0	0	0	0
ENSMUSG00000106493	Mir9-1	0	0	0	0	0	0	0	0
ENSMUSG00000104445	Rhbg	0	0	0	0	0	11	1	0
ENSMUSG00000103766	NA	0	0	0	0	0	0	0	0
ENSMUSG00000010538	Tsacc	31	0	80	25	0	12	34	42
ENSMUSG00000103574	NA	0	0	0	0	22	0	0	0
ENSMUSG00000001416	Cct3	1641	867	2112	1770	3055	1630	2537	3937
ENSMUSG00000001418	Glmp	796	23	703	679	893	201	713	628
ENSMUSG00000001420	Tmem79	0	9	0	0	11	8	9	15
ENSMUSG00000001415	Smg5	22	81	298	155	467	39	234	441
ENSMUSG00000041423	Paqr6	0	0	0	0	0	0	0	0
ENSMUSG00000074489	Bglap3	0	0	0	0	0	0	0	0
ENSMUSG00000096792	NA	0	0	0	0	0	0	0	0
ENSMUSG00000074486	Bglap2	0	0	0	0	0	0	0	0
ENSMUSG00000078691	NA	0	0	0	0	0	0	0	0
ENSMUSG00000074483	Bglap	0	0	0	0	0	0	0	0
ENSMUSG00000028066	Pmf1	1417	809	1446	737	2111	905	1637	2821
ENSMUSG00000050144	Slc25a44	66	3	2	1	482	59	208	196
ENSMUSG00000106568	Gm42814	0	3	0	0	0	0	0	0
ENSMUSG00000028064	Sema4a	1	1	0	0	0	65	2	134
ENSMUSG00000098655	Mir7011	0	0	0	0	0	0	0	0
ENSMUSG00000103304	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028063	Lmna	167	4	198	183	1038	73	389	480
ENSMUSG00000103115	NA	2	0	0	0	0	0	0	0
ENSMUSG00000074480	Mex3a	16	289	19	79	115	41	39	56
ENSMUSG00000084728	Mir1905	0	0	0	0	0	0	0	0
ENSMUSG00000008601	Rab25	0	0	0	0	0	0	0	0
ENSMUSG00000028062	Lamtor2	396	1291	1489	477	1491	699	1132	1720
ENSMUSG00000008604	Ubqln4	86	267	115	124	706	75	631	628
ENSMUSG00000041355	Ssr2	1365	458	1814	1050	2913	739	2533	3738
ENSMUSG00000074479	NA	9	3	4	7	6	2	7	10
ENSMUSG00000028059	Arhgef2	308	374	349	246	365	177	556	401
ENSMUSG00000093390	NA	3	6	0	0	0	0	0	0
ENSMUSG00000049741	Rxfp4	0	0	0	0	0	0	0	0
ENSMUSG00000105512	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028060	Khdc4	290	423	1036	432	1096	389	241	1161
ENSMUSG00000105448	Gm25820	0	0	0	0	0	0	0	0
ENSMUSG00000105288	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084433	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028057	Rit1	89	1270	428	82	554	101	281	190
ENSMUSG00000091881	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104333	NA	0	0	0	0	0	0	0	0
ENSMUSG00000068923	Syt11	3	300	186	73	207	1	2	80
ENSMUSG00000078684	NA	0	0	0	49	4	12	45	48
ENSMUSG00000098912	1500004A13Rik	1	2	155	44	39	3	14	70
ENSMUSG00000054199	Gon4l	107	349	297	195	7	62	21	221
ENSMUSG00000106218	NA	0	112	0	0	0	0	0	0
ENSMUSG00000064738	Gm23054	0	0	0	0	0	0	0	0
ENSMUSG00000068922	Msto1	211	1057	362	589	397	58	178	421
ENSMUSG00000065236	n-R5s197	0	0	0	0	0	0	0	0
ENSMUSG00000068921	Dap3	817	305	891	616	1315	266	1174	1353
ENSMUSG00000028053	Ash1l	120	351	316	303	290	220	335	774
ENSMUSG00000095712	Gm26465	0	0	0	0	0	0	0	0
ENSMUSG00000077804	Gm24403	0	0	0	0	0	0	0	0
ENSMUSG00000105204	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041263	Rusc1	40	0	64	89	62	1	51	54
ENSMUSG00000059743	Fdps	0	0	1	0	92	14	16	6
ENSMUSG00000077148	Gm22935	0	0	0	0	0	0	0	0
ENSMUSG00000105654	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041237	Pklr	449	7	191	33	244	6	368	324
ENSMUSG00000028051	Hcn3	0	0	0	0	0	99	57	2
ENSMUSG00000068917	Clk2	68	126	104	134	87	9	266	234
ENSMUSG00000028049	Scamp3	539	678	1148	459	870	353	452	919
ENSMUSG00000086718	NA	0	0	6	0	0	0	0	3
ENSMUSG00000032657	Fam189b	1	2	154	158	11	23	3	345
ENSMUSG00000094489	Gm23269	0	0	0	0	0	0	0	0
ENSMUSG00000028048	Gba	455	669	884	50	758	345	577	390
ENSMUSG00000064068	Mtx1	195	367	408	174	771	195	447	245
ENSMUSG00000105692	NA	22	0	28	45	0	3	0	1
ENSMUSG00000028047	Thbs3	0	0	0	0	0	71	3	0
ENSMUSG00000076255	Mir92b	0	0	0	0	0	0	0	0
ENSMUSG00000042784	Muc1	0	1	0	2	0	0	0	12
ENSMUSG00000042766	Trim46	41	0	19	1	549	4	2	35
ENSMUSG00000042747	Krtcap2	726	1743	1256	482	1026	416	933	1666
ENSMUSG00000042737	Dpm3	202	154	374	87	256	79	412	249
ENSMUSG00000027953	Slc50a1	1048	1788	1875	720	1293	456	901	819
ENSMUSG00000027954	Efna1	159	921	351	99	392	8	35	132
ENSMUSG00000093093	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028039	Efna3	0	0	0	0	0	0	0	0
ENSMUSG00000086389	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028040	Efna4	0	0	0	0	0	0	0	0
ENSMUSG00000097004	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028041	Adam15	137	5	2	178	0	1	1	152
ENSMUSG00000042672	Dcst1	0	0	0	0	0	0	0	0
ENSMUSG00000074467	NA	0	0	0	0	0	0	0	0
ENSMUSG00000109293	Dcst2	0	0	0	0	0	0	0	0
ENSMUSG00000028042	Zbtb7b	1	0	18	1	0	0	131	2
ENSMUSG00000074466	Gm15417	16	0	0	0	9	0	5	10
ENSMUSG00000078173	Lenep	0	0	0	0	0	0	0	0
ENSMUSG00000042642	Flad1	346	252	550	243	538	196	391	243
ENSMUSG00000028044	Cks1b	1293	1043	1718	1669	2174	1211	2133	4644
ENSMUSG00000042626	Shc1	248	1147	606	435	417	85	419	547
ENSMUSG00000047824	Pygo2	141	3	369	247	108	37	55	180
ENSMUSG00000042613	Pbxip1	585	159	687	115	4	176	121	73
ENSMUSG00000027952	Pmvk	268	516	582	266	669	272	681	450
ENSMUSG00000000794	Kcnn3	0	0	0	0	0	0	0	0
ENSMUSG00000027951	Adar	131	198	316	87	72	175	706	114
ENSMUSG00000027950	Chrnb2	0	0	0	0	0	0	0	0
ENSMUSG00000042579	4632404H12Rik	5	1	277	74	0	65	57	258
ENSMUSG00000042572	Ube2q1	96	212	789	286	568	37	236	147
ENSMUSG00000118654	NA	0	0	0	0	0	0	0	0
ENSMUSG00000106564	NA	0	0	0	0	0	0	0	0
ENSMUSG00000046280	She	0	0	0	0	4	0	0	0
ENSMUSG00000027947	Il6ra	0	0	1	1	17	4	2	159
ENSMUSG00000105941	NA	0	0	0	0	0	0	0	0
ENSMUSG00000060671	Atp8b2	2	111	52	55	181	78	9	1
ENSMUSG00000105082	NA	0	0	60	1	0	0	0	18
ENSMUSG00000065045	LOC115489840	0	0	0	0	0	0	0	0
ENSMUSG00000027944	Hax1	585	273	527	212	824	275	402	783
ENSMUSG00000105552	Gm19710	0	0	0	0	17	1	0	0
ENSMUSG00000042520	Ubap2l	651	1571	1163	521	2290	873	1276	2030
ENSMUSG00000077569	Gm24608	0	0	0	0	0	0	0	0
ENSMUSG00000098397	Mir7669	0	0	0	0	1	0	0	0
ENSMUSG00000027942	4933434E20Rik	169	235	386	151	854	259	196	465
ENSMUSG00000118504	NA	2	169	82	17	31	0	45	0
ENSMUSG00000090005	NA	0	0	18	0	0	10	0	1
ENSMUSG00000118506	1700094D03Rik	1	0	0	0	0	0	0	119
ENSMUSG00000077996	Mir190b	0	0	0	0	0	0	0	0
ENSMUSG00000027940	Tpm3	1808	1077	4346	1976	3087	2191	2707	4312
ENSMUSG00000027939	Nup210l	0	0	39	0	20	29	0	56
ENSMUSG00000064930	Gm23723	0	0	0	0	0	0	0	0
ENSMUSG00000104649	NA	26	77	49	24	46	11	38	70
ENSMUSG00000084527	Gm24185	0	0	0	0	0	0	0	0
ENSMUSG00000090733	Rps27	4729	12988	10419	3400	6189	3406	8548	6890
ENSMUSG00000027935	Rab13	0	1	0	47	4	0	92	20
ENSMUSG00000027937	Jtb	361	1336	1204	464	1213	490	597	978
ENSMUSG00000027938	Creb3l4	0	0	0	0	0	0	0	0
ENSMUSG00000052310	Slc39a1	1102	2628	2449	864	2888	849	1725	2388
ENSMUSG00000027936	Crtc2	24	3	618	69	238	34	2	29
ENSMUSG00000042404	Dennd4b	34	220	322	3	70	118	263	94
ENSMUSG00000099199	Mir7012	0	0	0	0	0	0	0	0
ENSMUSG00000105350	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042390	Gatad2b	89	204	351	120	140	169	287	455
ENSMUSG00000108394	NA	1	0	3	0	0	0	0	0
ENSMUSG00000108689	NA	0	0	0	0	0	0	0	0
ENSMUSG00000027932	Slc27a3	0	0	0	0	0	4	0	0
ENSMUSG00000027933	Ints3	158	109	360	141	59	23	250	25
ENSMUSG00000027931	Npr1	0	0	0	1	48	19	0	0
ENSMUSG00000087411	NA	0	0	0	0	0	0	0	0
ENSMUSG00000105746	NA	0	0	0	0	0	0	0	0
ENSMUSG00000001016	Ilf2	1009	635	1466	478	1474	542	809	1497
ENSMUSG00000001018	Snapin	236	1419	1206	297	759	129	165	876
ENSMUSG00000001017	Chtop	302	13	944	693	1212	355	697	708
ENSMUSG00000044080	S100a1	330	744	784	296	483	271	266	484
ENSMUSG00000042312	S100a13	296	378	700	161	231	203	403	339
ENSMUSG00000042306	S100a14	0	0	0	0	0	0	0	0
ENSMUSG00000074457	S100a16	3	210	0	111	0	1	0	0
ENSMUSG00000084456	Gm24593	0	0	0	0	0	0	0	0
ENSMUSG00000094018	S100a2	0	0	0	0	0	0	0	0
ENSMUSG00000065079	Gm23464	0	0	0	0	0	0	0	0
ENSMUSG00000001021	S100a3	0	0	0	0	0	0	0	0
ENSMUSG00000105518	NA	0	0	0	0	0	0	0	0
ENSMUSG00000001020	S100a4	0	0	2	1	0	0	6	22
ENSMUSG00000001023	S100a5	33	0	0	18	0	0	0	0
ENSMUSG00000001025	S100a6	181	268	132	159	179	96	150	312
ENSMUSG00000105644	Gm19739	0	1	6	0	0	0	2	0
ENSMUSG00000063767	S100a7a	0	0	0	0	0	0	0	0
ENSMUSG00000056054	S100a8	27	31	26	35	9430	118	10	35
ENSMUSG00000056071	S100a9	10	12	16	5	6874	77	13	92
ENSMUSG00000105819	NA	0	0	0	0	0	0	0	0
ENSMUSG00000106117	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042250	Pglyrp4	0	0	0	0	0	0	0	0
ENSMUSG00000105892	NA	8	0	5	1	9	4	6	16
ENSMUSG00000096621	NA	0	0	0	0	0	0	0	0
ENSMUSG00000106174	NA	0	0	0	0	0	0	0	0
ENSMUSG00000106257	Gm9023	0	0	0	0	0	0	0	0
ENSMUSG00000105919	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086377	4930529C04Rik	0	0	5	1	2	0	0	1
ENSMUSG00000091175	S100a7l2	0	0	0	0	0	0	0	0
ENSMUSG00000077085	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042244	Pglyrp3	0	0	0	0	0	0	0	0
ENSMUSG00000082826	NA	16	21	13	33	26	21	33	55
ENSMUSG00000096133	NA	0	0	0	0	0	0	0	0
ENSMUSG00000043165	Lor	1	0	0	1	67	0	0	76
ENSMUSG00000104981	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104791	NA	0	0	0	0	0	0	0	0
ENSMUSG00000106143	NA	0	0	0	0	0	0	0	0
ENSMUSG00000056270	Prr9	0	0	0	0	0	0	0	0
ENSMUSG00000027927	Lelp1	0	0	0	0	0	0	0	0
ENSMUSG00000105476	NA	0	0	0	0	0	0	0	0
ENSMUSG00000118547	NA	0	0	0	0	0	0	0	0
ENSMUSG00000078664	Sprr2a1	0	0	0	0	0	0	0	0
ENSMUSG00000068893	Sprr2a2	0	0	0	0	0	0	0	0
ENSMUSG00000103286	Gm5850	0	0	0	0	0	0	0	0
ENSMUSG00000103187	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104028	Gm5851	1	6	5	1	3	0	6	2
ENSMUSG00000103385	NA	0	0	0	0	0	0	0	0
ENSMUSG00000074445	Sprr2a3	0	0	0	0	0	0	0	0
ENSMUSG00000050092	Sprr2b	0	0	0	0	0	0	0	0
ENSMUSG00000103518	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103221	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042212	Sprr2d	0	0	0	0	0	0	0	0
ENSMUSG00000055030	Sprr2e	0	0	0	0	0	0	0	0
ENSMUSG00000050635	Sprr2f	0	0	0	0	0	0	0	0
ENSMUSG00000046203	Sprr2g	0	0	0	0	0	0	0	0
ENSMUSG00000046259	Sprr2h	0	0	0	0	0	0	0	0
ENSMUSG00000042157	Sprr2i	0	0	0	0	0	0	0	0
ENSMUSG00000027925	Sprr2j-ps	0	0	0	0	0	0	0	0
ENSMUSG00000042165	Gm9774	44	0	43	54	39	25	61	124
ENSMUSG00000054215	Sprr2k	0	0	0	0	0	0	0	0
ENSMUSG00000048455	Sprr1b	0	0	0	0	0	0	0	0
ENSMUSG00000045539	Sprr3	0	0	0	0	0	0	0	0
ENSMUSG00000102345	NA	0	0	0	0	0	0	0	0
ENSMUSG00000050359	Sprr1a	0	0	0	0	0	0	0	0
ENSMUSG00000045566	Sprr4	0	0	0	0	0	0	0	0
ENSMUSG00000102308	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049128	Ivl	0	0	0	0	0	0	0	0
ENSMUSG00000074435	Smcp	0	0	0	0	0	0	0	0
ENSMUSG00000103523	NA	0	0	0	0	0	0	0	0
ENSMUSG00000086848	Lce6a	0	0	0	0	0	0	0	0
ENSMUSG00000057609	Lce1a1	0	0	0	0	0	0	0	0
ENSMUSG00000027923	Lce1b	0	0	0	0	0	0	0	0
ENSMUSG00000104215	Rpl13-ps4	0	0	0	0	0	0	0	0
ENSMUSG00000068890	Lce1a2	0	0	0	0	0	0	0	0
ENSMUSG00000042092	Lce1c	0	0	0	0	0	0	0	0
ENSMUSG00000103243	Lce1d	0	0	0	0	0	0	0	0
ENSMUSG00000091421	Gm4202	56	30	123	67	37	46	88	125
ENSMUSG00000068889	Lce1e	0	0	0	0	0	0	0	0
ENSMUSG00000042124	Lce1f	0	0	0	0	0	0	0	0
ENSMUSG00000103084	NA	0	0	0	0	0	0	0	0
ENSMUSG00000027919	Lce1g	0	0	0	0	0	0	0	0
ENSMUSG00000049593	Lce1h	0	0	0	0	0	0	0	0
ENSMUSG00000068888	Lce1i	0	0	0	0	0	0	0	0
ENSMUSG00000068887	Lce1j	0	0	0	0	0	0	0	0
ENSMUSG00000095870	Lce1k	0	0	0	0	0	0	0	0
ENSMUSG00000059832	Kprp	0	0	0	0	0	0	0	0
ENSMUSG00000102469	NA	0	0	0	0	0	0	0	0
ENSMUSG00000046676	Lce1l	0	0	0	0	0	0	0	0
ENSMUSG00000090314	2310050C09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000054325	Lce3a	0	0	0	0	0	0	0	0
ENSMUSG00000042031	Lce3b	0	0	0	0	0	0	0	0
ENSMUSG00000104364	NA	0	0	1	0	0	0	0	0
ENSMUSG00000045475	Lce3c	0	0	0	0	0	0	0	0
ENSMUSG00000087835	Gm24481	0	0	0	0	0	0	0	0
ENSMUSG00000043472	Lce3d	0	0	0	0	0	0	0	0
ENSMUSG00000065665	Gm22577	0	0	0	0	0	0	0	0
ENSMUSG00000074433	Lce3e	0	0	0	0	0	0	0	0
ENSMUSG00000068885	Lce3f	0	0	0	0	0	0	0	0
ENSMUSG00000027913	Crct1	0	0	0	0	0	0	0	0
ENSMUSG00000027912	Lce1m	0	0	0	0	0	0	0	0
ENSMUSG00000104298	NA	0	0	0	0	0	0	0	0
ENSMUSG00000096879	Tdpoz8	0	0	0	0	0	0	0	0
ENSMUSG00000103628	Gm37361	0	0	0	0	0	0	0	0
ENSMUSG00000078657	Crnn	0	0	0	0	0	0	0	0
ENSMUSG00000103902	NA	0	0	0	0	0	0	0	0
ENSMUSG00000049133	Flg2	0	0	0	0	0	0	0	0
ENSMUSG00000102609	Gm18432	4	0	2	0	0	0	1	1
ENSMUSG00000102439	Flg	0	0	0	0	0	0	0	0
ENSMUSG00000081640	Rplp0-ps1	111	121	131	75	131	53	180	298
ENSMUSG00000102485	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103273	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102476	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041991	Hrnr	0	0	0	0	0	0	0	0
ENSMUSG00000106242	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103765	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041984	Rptn	0	0	0	0	0	0	0	0
ENSMUSG00000104171	Gm18296	0	0	0	0	0	0	0	0
ENSMUSG00000076037	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057829	NA	14	7	6	7	7	5	13	14
ENSMUSG00000052415	Tchh	0	0	0	0	0	0	0	0
ENSMUSG00000027908	Tchhl1	0	0	0	0	0	0	0	0
ENSMUSG00000104135	NA	0	0	0	0	0	0	0	0
ENSMUSG00000027907	S100a11	638	693	741	212	600	275	559	830
ENSMUSG00000103031	Gm29950	0	0	0	0	0	0	0	0
ENSMUSG00000041959	S100a10	446	2184	1351	445	1846	875	1151	1244
ENSMUSG00000103406	Gm5541	0	0	0	0	0	0	0	0
ENSMUSG00000104470	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103362	Tdpoz2	0	0	0	0	0	0	0	0
ENSMUSG00000094084	Tdpoz1	0	0	0	0	0	0	0	0
ENSMUSG00000104144	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103350	Gm9107	0	0	0	0	0	0	0	0
ENSMUSG00000104229	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102511	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103210	NA	0	0	0	0	0	0	0	0
ENSMUSG00000068879	Gm5773	0	0	0	0	0	0	0	0
ENSMUSG00000060256	Tdpoz4	0	0	0	0	0	0	0	0
ENSMUSG00000058005	Tdpoz3	0	0	0	0	0	0	0	0
ENSMUSG00000103512	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102169	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102933	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102769	NA	0	0	0	0	0	0	0	0
ENSMUSG00000095822	Tdpoz9-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000102445	NA	0	0	0	0	0	0	0	0
ENSMUSG00000094163	Tdpoz5	0	0	0	0	0	0	0	0
ENSMUSG00000103841	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102804	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104460	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104059	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102857	NA	0	0	0	0	0	0	0	0
ENSMUSG00000094328	Tdpoz9	0	0	0	0	0	0	0	0
ENSMUSG00000102655	NA	0	0	0	0	0	0	0	0
ENSMUSG00000095251	Tdpoz7	0	0	0	0	0	0	0	0
ENSMUSG00000102696	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103239	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102462	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104338	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102949	NA	0	0	0	0	0	0	0	0
ENSMUSG00000102311	Gm5543	0	0	0	0	0	0	0	0
ENSMUSG00000102285	NA	0	0	0	0	0	0	0	0
ENSMUSG00000089826	NA	0	0	0	0	0	0	0	0
ENSMUSG00000074424	Spopfm2	0	0	0	0	0	0	0	0
ENSMUSG00000090268	Spopfm3	0	0	0	0	0	0	0	0
ENSMUSG00000090111	NA	0	0	0	0	0	0	0	0
ENSMUSG00000089689	Gm4982	0	0	0	0	0	0	0	0
ENSMUSG00000089893	Gm9141	0	0	0	0	0	0	0	0
ENSMUSG00000089696	Spopfm1	0	0	0	0	0	0	0	0
ENSMUSG00000089891	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028145	Them4	0	0	142	0	8	0	0	142
ENSMUSG00000105506	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028148	Them5	0	0	0	0	0	0	0	0
ENSMUSG00000105708	NA	0	0	0	0	0	0	0	0
ENSMUSG00000091648	C2cd4d	0	0	0	0	0	0	0	0
ENSMUSG00000104669	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028150	Rorc	6	2	132	108	5	0	5	18
ENSMUSG00000105391	NA	0	0	0	0	0	0	0	0
ENSMUSG00000044505	Lingo4	0	0	0	0	0	0	0	0
ENSMUSG00000097515	1700040D17Rik	0	0	0	0	2	1	0	0
ENSMUSG00000041912	Tdrkh	2	0	433	5	105	20	3	13
ENSMUSG00000106032	NA	1	3	0	0	39	0	0	0
ENSMUSG00000104756	NA	0	0	0	0	0	0	0	0
ENSMUSG00000028141	Oaz3	0	0	0	6	0	21	0	0
ENSMUSG00000028140	Mrpl9	396	1409	466	263	944	198	867	722
ENSMUSG00000104695	NA	0	1	0	0	0	0	0	0
ENSMUSG00000028139	Riiad1	0	0	0	0	0	0	0	0
ENSMUSG00000028137	Celf3	0	9	0	83	0	1	0	6
ENSMUSG00000028136	Snx27	167	33	276	81	496	284	293	449
ENSMUSG00000106061	NA	0	0	0	9	0	0	0	0
ENSMUSG00000104631	NA	0	0	66	17	0	0	0	38
ENSMUSG00000105412	NA	0	0	0	0	0	8	0	0
ENSMUSG00000105522	NA	0	0	0	1	1	0	0	1
ENSMUSG00000062896	NA	29	36	35	26	48	27	75	60
ENSMUSG00000005968	Tuft1	85	139	2	147	131	3	4	185
ENSMUSG00000118474	NA	0	0	0	0	0	0	0	0
ENSMUSG00000085250	NA	15	0	0	1	0	0	0	0
ENSMUSG00000085006	NA	0	0	0	9	0	0	0	0
ENSMUSG00000068877	Selenbp2	0	2	0	2	0	1	0	0
ENSMUSG00000081355	Gm15264	0	0	0	0	0	0	0	0
ENSMUSG00000104881	NA	0	0	0	0	0	0	0	0
ENSMUSG00000068876	Cgn	0	0	22	0	0	0	0	0
ENSMUSG00000084058	NA	0	0	0	0	0	0	0	0
ENSMUSG00000038902	Pogz	1	116	313	198	41	152	72	47
ENSMUSG00000005779	Psmb4	2466	1017	1661	1042	3380	865	3094	4236
ENSMUSG00000087720	Gm26279	0	0	0	0	0	0	0	0
ENSMUSG00000068874	Selenbp1	930	1068	1170	971	659	513	836	606
ENSMUSG00000005774	Rfx5	65	2	64	34	0	32	48	2
ENSMUSG00000087660	NA	0	0	0	0	0	0	0	0
ENSMUSG00000038861	Pi4kb	0	2	21	4	2	11	49	48
ENSMUSG00000084846	NA	0	0	97	0	62	2	0	1
ENSMUSG00000086288	NA	0	0	0	0	0	0	0	0
ENSMUSG00000099033	Mir7013	0	0	0	0	0	0	0	0
ENSMUSG00000019338	Zfp687	123	372	1	1	2	69	196	261
ENSMUSG00000085956	NA	0	0	86	0	0	37	0	1
ENSMUSG00000005625	Psmd4	1432	747	1804	790	2463	843	2226	2700
ENSMUSG00000028126	Pip5k1a	122	172	4	129	138	5	88	279
ENSMUSG00000064952	Gm24920	3	0	0	9	3	13	8	13
ENSMUSG00000064590	Gm22301	0	0	0	0	0	0	0	0
ENSMUSG00000008958	Vps72	1124	921	1078	976	767	557	1658	1197
ENSMUSG00000005628	Tmod4	0	0	0	0	0	0	0	0
ENSMUSG00000092607	Scnm1	555	1530	78	447	290	223	483	574
ENSMUSG00000053769	Lysmd1	12	18	0	34	132	2	81	106
ENSMUSG00000098498	Mir8099-1	0	0	0	0	0	0	0	0
ENSMUSG00000013707	Tnfaip8l2	2	1	109	70	0	80	90	7
ENSMUSG00000098198	NA	10	3	8	5	9	8	6	18
ENSMUSG00000038777	Sema6c	0	0	0	0	103	0	0	0
ENSMUSG00000038766	Gabpb2	77	47	223	87	511	162	154	496
ENSMUSG00000097167	Gm16740	14	0	0	15	37	9	17	0
ENSMUSG00000053192	Mllt11	4	0	0	6	13	45	23	0
ENSMUSG00000046722	Cdc42se1	506	829	676	348	799	191	581	813
ENSMUSG00000068860	Gm128	1	0	73	1	128	3	0	89
ENSMUSG00000028115	Bnipl	0	0	0	0	0	0	0	0
ENSMUSG00000015711	Prune1	202	3	1	33	23	73	2	59
ENSMUSG00000038712	Mindy1	78	966	457	645	678	120	693	493
ENSMUSG00000015702	Anxa9	2	455	122	94	120	55	177	179
ENSMUSG00000093424	NA	0	219	14	10	53	22	104	56
ENSMUSG00000015714	Cers2	953	1707	3737	828	2604	1228	1972	2611
ENSMUSG00000015697	Setdb1	146	218	783	3	489	275	270	26
ENSMUSG00000105860	NA	0	0	0	0	0	0	0	0
ENSMUSG00000103900	NA	0	0	0	0	0	0	0	0
ENSMUSG00000105734	4930558C23Rik	0	0	0	0	0	0	0	0
ENSMUSG00000096177	Gm5070	5	8	5	6	12	4	8	14
ENSMUSG00000104646	NA	5	3	9	10	14	5	13	17
ENSMUSG00000097532	NA	1	0	4	0	9	4	12	0
ENSMUSG00000015522	Arnt	151	75	623	105	315	140	67	293
ENSMUSG00000105395	NA	0	0	0	0	27	3	0	0
ENSMUSG00000028111	Ctsk	0	0	0	0	0	0	0	0
ENSMUSG00000038642	Ctss	86	1046	296	81	1	277	74	146
ENSMUSG00000083822	Hmgb1-ps5	0	3	3	0	4	1	7	4
ENSMUSG00000028109	Hormad1	0	0	0	0	0	0	0	0
ENSMUSG00000046519	Golph3l	16	625	424	219	315	242	408	477
ENSMUSG00000105460	NA	1	0	0	10	58	1	17	0
ENSMUSG00000060438	Rps10-ps1	233	377	228	134	264	96	238	369
ENSMUSG00000038619	Ensa	883	1689	1611	505	859	265	556	1788
ENSMUSG00000106383	NA	8	0	0	55	26	15	13	0
ENSMUSG00000038612	Mcl1	171	871	604	193	704	281	409	298
ENSMUSG00000015850	Adamtsl4	0	222	11	1	0	2	0	0
ENSMUSG00000028108	Ecm1	0	2	1	0	1	17	1	0
ENSMUSG00000098737	Mir7014	0	0	0	0	0	0	0	0
ENSMUSG00000028107	Tars2	644	855	113	459	792	271	1291	1350
ENSMUSG00000028106	Rprd2	157	2	214	19	279	106	143	172
ENSMUSG00000104967	NA	0	0	0	0	0	0	0	0
ENSMUSG00000089493	Gm26361	0	0	0	0	0	0	0	0
ENSMUSG00000105093	NA	0	0	0	0	0	0	0	0
ENSMUSG00000015748	Prpf3	198	26	5	236	492	103	52	516
ENSMUSG00000097189	NA	1	1	0	0	0	0	0	0
ENSMUSG00000054312	Mrps21	410	392	701	305	602	278	582	765
ENSMUSG00000080727	C920021L13Rik	135	1	0	1	51	1	23	0
ENSMUSG00000038550	Ciart	0	2	0	0	1	2	0	0
